Bus,Pd,v_nom,balancing_area,state,country,county,reeds_zone,reeds_ba,interconnect,x,y,sub_id,substation_off,LAF_state,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,generator,sub_network,nerc_reg,trans_reg,trans_grp,reeds_state,rec_trading_zone
2060419,28.74,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.92,39.9737,39137.0,False,0.002197819004940122,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060420,26.15,115.0,PSCO,Colorado,US,p08031,p33,PSCO,Western,-104.862,39.7906,39138.0,False,0.0019997552880718227,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060421,33.08,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.82,39.7294,39139.0,False,0.002529709557530245,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060422,33.08,115.0,PSCO,Colorado,US,p08031,p33,PSCO,Western,-104.789,39.7954,39140.0,False,0.002529709557530245,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060423,54.23,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.902,38.7371,39141.0,False,0.004147102457825428,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060424,52.98,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.902,38.8186,39142.0,False,0.004051511860881269,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060425,37.63,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.808,39.6044,39143.0,False,0.002877659330406987,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060426,37.63,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.926,39.5389,39144.0,False,0.002877659330406987,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060427,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.816,38.7821,39145.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060428,51.65,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.816,38.7821,39145.0,False,0.0039498034657326824,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060429,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.816,38.7821,39145.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060430,51.65,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.942,39.8332,39146.0,False,0.0039498034657326824,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060431,52.24,115.0,PSCO,Colorado,US,p08031,p33,PSCO,Western,-104.818,39.7909,39147.0,False,0.003994922227490327,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060432,29.16,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.81,39.0553,39148.0,False,0.0022299374455133597,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060433,37.98,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.892,39.5714,39149.0,False,0.002904424697551351,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060434,0.0,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.916,39.4883,39150.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060435,37.98,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.916,39.4883,39150.0,False,0.002904424697551351,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060436,0.0,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.916,39.4883,39150.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060437,0.0,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.916,39.4883,39150.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060438,0.0,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.916,39.4883,39150.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060439,0.0,230.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.76,39.364,39151.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060440,58.79,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.76,39.364,39151.0,False,0.0044958169554777236,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060441,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.866,38.8286,39152.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060442,35.62,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.866,38.8286,39152.0,False,0.0027239496505207773,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060443,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.879,38.8943,39153.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060444,35.62,13.8,WACM,Colorado,US,p08041,p34,WACM,Western,-104.879,38.8943,39153.0,False,0.0027239496505207773,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060445,0.0,13.8,WACM,Colorado,US,p08041,p34,WACM,Western,-104.879,38.8943,39153.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060446,0.0,1.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.879,38.8943,39153.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060447,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.879,38.8943,39153.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060448,17.98,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.835,40.3352,39154.0,False,0.0013749751464447945,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060449,51.06,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.825,39.079,39155.0,False,0.0039046847039750396,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060450,52.67,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.895,39.8563,39156.0,False,0.004027805392839117,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060451,0.0,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.895,39.8563,39156.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060452,52.67,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.891,39.8185,39157.0,False,0.004027805392839117,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060453,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.76,38.7479,39158.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060454,42.26,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.76,38.7479,39158.0,False,0.003231726901488154,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060455,48.44,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.776,39.6834,39159.0,False,0.00370432681278008,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060456,47.72,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.838,39.6374,39160.0,False,0.003649266628940244,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060457,60.66,115.0,PSCO,Colorado,US,p08031,p33,PSCO,Western,-104.888,39.6387,39161.0,False,0.004638820488506186,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060458,60.66,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.92,39.6729,39162.0,False,0.004638820488506186,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060459,35.86,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.906,39.3117,39163.0,False,0.002742303045134056,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060460,35.86,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.764,39.1964,39164.0,False,0.002742303045134056,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060461,0.0,22.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.764,39.1964,39164.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060462,0.0,22.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.764,39.1964,39164.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060463,0.0,1.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.764,39.1964,39164.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060464,34.79,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.765,38.9512,39165.0,False,0.002660477494149855,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060465,34.79,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.882,38.9067,39166.0,False,0.002660477494149855,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060466,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.882,38.9067,39166.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060467,39.15,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.724,38.9042,39167.0,False,0.0029938974962910848,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060468,38.97,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.741,38.1375,39168.0,False,0.0029801324503311256,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060469,42.18,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.871,38.1639,39169.0,False,0.003225609103283728,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060470,10.86,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.909,40.3053,39170.0,False,0.0008304911062508603,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060471,31.95,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.87,38.7232,39171.0,False,0.002443295657892724,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060472,43.98,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.742,40.0551,39172.0,False,0.003363259562883318,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060473,43.98,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.778,39.9395,39173.0,False,0.003363259562883318,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060474,0.0,13.8,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.778,39.9395,39173.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060475,0.0,13.8,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.778,39.9395,39173.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060476,0.0,1.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.778,39.9395,39173.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060477,31.41,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.828,40.1958,39174.0,False,0.0024020005200128475,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060478,59.9,115.0,PSCO,Colorado,US,p08031,p33,PSCO,Western,-104.765,39.7835,39175.0,False,0.004580701405564137,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060479,55.51,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.785,39.8826,39176.0,False,0.004244987229096248,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060480,0.0,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.785,39.8826,39176.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060481,68.72,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.731,40.4026,39177.0,False,0.005255188657602129,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060482,0.0,230.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.802,40.3452,39178.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060483,68.72,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.802,40.3452,39178.0,False,0.005255188657602129,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060484,44.55,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.716,39.604,39179.0,False,0.003406848875089855,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060485,0.0,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.716,39.604,39179.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060486,44.55,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.701,39.648,39180.0,False,0.003406848875089855,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060487,61.7,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.797,39.7532,39181.0,False,0.004718351865163728,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060488,61.7,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.799,39.7158,39182.0,False,0.004718351865163728,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060489,0.0,230.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.81,38.988,39183.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060490,59.11,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.81,38.988,39183.0,False,0.004520288148295428,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060491,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.846,38.9682,39184.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060492,59.11,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.846,38.9682,39184.0,False,0.004520288148295428,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060493,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.846,38.9682,39184.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060494,81.16,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.717,39.5718,39185.0,False,0.006206506278390407,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060495,81.16,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.773,39.6515,39186.0,False,0.006206506278390407,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060496,0.0,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.839,39.5536,39187.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060497,71.6,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.839,39.5536,39187.0,False,0.005475429392961473,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060498,0.0,230.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.836,39.5522,39188.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060499,71.6,115.0,PSCO,Colorado,US,p08035,p33,PSCO,Western,-104.836,39.5522,39188.0,False,0.005475429392961473,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060500,46.46,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.821,38.755,39189.0,False,0.0035529113072205313,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060501,46.46,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.844,38.7846,39190.0,False,0.0035529113072205313,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060502,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.802,38.7993,39191.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060503,38.44,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.802,38.7993,39191.0,False,0.002939602037226802,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060504,37.43,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.864,38.7817,39192.0,False,0.0028623648348959207,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060505,38.62,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.724,38.4573,39193.0,False,0.002953367083186761,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060506,38.62,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.777,38.4547,39194.0,False,0.002953367083186761,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060507,50.14,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.692,39.048,39195.0,False,0.0038343300246241377,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060508,64.38,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.842,38.8988,39196.0,False,0.004923298105012006,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060509,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.842,38.8988,39196.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060510,0.0,230.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.797,39.6127,39197.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060511,0.0,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.797,39.6127,39197.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060512,90.46,18.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.797,39.6127,39197.0,False,0.006917700319654956,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060513,0.0,1.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.797,39.6127,39197.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060514,90.46,115.0,PSCO,Colorado,US,p08005,p33,PSCO,Western,-104.756,39.6146,39198.0,False,0.006917700319654956,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060515,48.98,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.652,38.9526,39199.0,False,0.003745621950659957,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060516,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.843,38.7878,39200.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060517,38.05,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.843,38.7878,39200.0,False,0.002909777770980224,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060518,14.79,115.0,WACM,Colorado,US,p08055,p34,WACM,Western,-104.642,37.5838,39201.0,False,0.0011310279430432986,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060519,31.13,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.672,39.936,39202.0,False,0.0023805882262973553,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060520,0.0,115.0,PSCO,Colorado,US,p08001,p33,PSCO,Western,-104.672,39.936,39202.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060521,39.77,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.795,38.6897,39203.0,False,0.0030413104323753883,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060522,39.77,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.762,38.7754,39204.0,False,0.0030413104323753883,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060523,46.22,115.0,PSCO,Colorado,US,p08123,p33,PSCO,Western,-104.802,40.3386,39205.0,False,0.0035345579126072526,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060524,50.75,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.762,38.9383,39206.0,False,0.0038809782359328876,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060525,33.94,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.756,39.016,39207.0,False,0.0025954758882278267,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060526,0.0,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.756,39.016,39207.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060527,35.55,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.655,38.9857,39208.0,False,0.0027185965770919044,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060528,0.0,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.767,37.9998,39209.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060529,37.6,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.767,37.9998,39209.0,False,0.0028753651560803266,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060530,4.06,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.67,38.1063,39210.0,False,0.000310478258874631,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060531,33.2,115.0,WACM,Colorado,US,p08101,p34,WACM,Western,-104.67,38.1063,39210.0,False,0.0025388862548368844,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060532,0.0,115.0,WACM,Colorado,US,p08039,p34,WACM,Western,-104.6295,39.3372,39211.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060533,10.25,115.0,WACM,Colorado,US,p08039,p34,WACM,Western,-104.6295,39.3372,39211.0,False,0.0007838428949421103,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060534,0.0,115.0,WACM,Colorado,US,p08039,p34,WACM,Western,-104.6295,39.3372,39211.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060535,45.03,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.732,38.8897,39212.0,False,0.0034435556643164127,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
2060536,45.03,115.0,WACM,Colorado,US,p08041,p34,WACM,Western,-104.613,38.8018,39213.0,False,0.0034435556643164127,,AC,,1.0,0.0,inf,PQ,,,WECC_NWPP,WestConnect,WestConnect_North,CO,WREGIS
